x,y,Altitude
-53.832196,-25.108041,671.5
-53.8322155,-25.10801033,671.2
-53.83223417,-25.10797967,671.1
-53.83225267,-25.10794883,670.9
-53.83227133,-25.107918,670.8
-53.8322905,-25.10788733,670.7
-53.83231017,-25.1078565,670.6
-53.832329,-25.10782567,670.5
-53.832348,-25.10779533,670.4
-53.832366,-25.10776767,670.4
-53.8323825,-25.10774333,670.3
-53.83239933,-25.10771883,670.2
-53.8324165,-25.10769417,670.2
-53.83243283,-25.1076695,670.3
-53.83244683,-25.10764767,670.2
-53.83246017,-25.1076255,670.2
-53.83247333,-25.10760283,670.1
-53.8324875,-25.107581,670.2
-53.83250183,-25.1075645,670.2
-53.83251733,-25.10755183,670.2
-53.83253567,-25.10754217,670.1
-53.83255417,-25.107537,669.9
-53.8325715,-25.10753617,669.7
-53.8325885,-25.10753983,669.5
-53.83260433,-25.107547,669.2
-53.832616,-25.107557,669.3
-53.83262467,-25.10757067,669.2
-53.8326295,-25.10759017,669.2
-53.8326285,-25.10761083,669
-53.832619,-25.10762917,668.7
-53.832602,-25.107648,668.7
-53.83258283,-25.10766783,668.5
-53.83256533,-25.10768817,668.4
-53.83254767,-25.107709,668.4
-53.8325285,-25.10773133,668.3
-53.83251,-25.1077545,668.2
-53.8324915,-25.10777967,668.1
-53.83247417,-25.10780633,668.1
-53.83245633,-25.10783467,668.1
-53.83243833,-25.10786317,668.1
-53.83242033,-25.10789117,668.1
-53.83240217,-25.10791917,668.1
-53.832384,-25.10794717,668.1
-53.832365,-25.107975,668.2
-53.83234617,-25.10800267,668.2
-53.83232733,-25.10803017,668.3
-53.83230917,-25.108058,668.3
-53.832292,-25.1080865,668.3
-53.8322755,-25.10811533,668.3
-53.8322595,-25.10814483,668.2
-53.83224383,-25.10817483,668.1
-53.832228,-25.1082045,668
-53.832211,-25.10823333,667.9
-53.832194,-25.1082625,667.8
-53.83217683,-25.1082915,667.7
-53.83215917,-25.10831967,667.7
-53.832141,-25.10834783,667.7
-53.8321225,-25.108376,667.7
-53.83210333,-25.10840367,667.7
-53.832083,-25.1084305,667.7
-53.8320625,-25.10845717,667.7
-53.83204033,-25.10848283,667.7
-53.832017,-25.108508,667.7
-53.83199283,-25.10853267,667.7
-53.83196683,-25.10855567,667.8
-53.8319395,-25.10857683,667.8
-53.83191517,-25.10859433,667.8
-53.83189133,-25.10861117,667.7
-53.831861,-25.108631,667.7
-53.83182367,-25.10865317,667.7
-53.83178433,-25.10867533,667.8
-53.83174383,-25.10869633,667.9
-53.8317025,-25.10871583,668.1
-53.83166117,-25.10873383,668.1
-53.83161867,-25.10875067,668.2
-53.83157817,-25.10876383,668.4
-53.83153883,-25.10877483,668.5
-53.83149917,-25.10878583,668.6
-53.8314585,-25.10879683,668.7
-53.83141717,-25.10880667,668.8
-53.83137517,-25.10881633,668.8
-53.83133267,-25.10882533,668.7
-53.83128967,-25.10883383,668.6
-53.83124683,-25.1088415,668.5
-53.8312045,-25.10884883,668.4
-53.83116167,-25.108856,668.6
-53.83111883,-25.10886367,668.5
-53.83107583,-25.10887117,668.4
-53.8310325,-25.108878,668.3
-53.83098967,-25.10888533,668.2
-53.8309465,-25.108893,668.1
-53.83090367,-25.10890167,668.2
-53.8308605,-25.10891017,668.1
-53.83081767,-25.1089195,668.1
-53.83077533,-25.10892933,668.1
-53.830733,-25.10893983,668.1
-53.830691,-25.10895117,668.1
-53.83064867,-25.108963,668.1
-53.83060683,-25.10897567,668
-53.83056483,-25.10898783,668
-53.83052333,-25.10900067,668
-53.830482,-25.109014,667.9
-53.83044017,-25.109027,667.8
-53.83039867,-25.10904083,667.7
-53.83035833,-25.1090545,667.5
-53.830318,-25.10906767,667.3
-53.83027767,-25.10908117,667.2
-53.83023733,-25.10909417,667.2
-53.83019683,-25.10910683,667.1
-53.83015667,-25.10911983,667
-53.830117,-25.1091335,667
-53.83007783,-25.10914833,666.9
-53.83003917,-25.10916433,666.8
-53.83000033,-25.10918167,666.9
-53.82996217,-25.10919933,666.9
-53.8299235,-25.10921683,666.9
-53.82988533,-25.10923467,666.9
-53.8298475,-25.10925333,666.8
-53.82980967,-25.109273,666.7
-53.82977167,-25.10929283,667
-53.82973567,-25.10931217,667.1
-53.82970517,-25.1093275,667.3
-53.82968017,-25.109339,667.5
-53.829657,-25.10935067,667.5
-53.82963267,-25.10936317,667.7
-53.82960817,-25.1093775,667.8
-53.82958317,-25.1093925,667.9
-53.8295575,-25.1094075,668
-53.8295315,-25.109422,668.2
-53.82950583,-25.10943667,668.3
-53.82948133,-25.109452,668.5
-53.82945733,-25.109466,668.7
-53.82943383,-25.10948017,668.8
-53.829411,-25.10949467,668.9
-53.829389,-25.10951167,668.8
-53.82936767,-25.1095295,668.8
-53.82934583,-25.10954717,668.7
-53.82932417,-25.10956567,668.7
-53.82930283,-25.10958433,668.5
-53.82928183,-25.10960367,668.3
-53.82926083,-25.109623,668.2
-53.82923983,-25.10964267,668
-53.8292185,-25.1096625,668
-53.829197,-25.10968167,667.9
-53.829178,-25.10969817,667.8
-53.8291585,-25.10971483,667.6
-53.82913883,-25.10973217,667.4
-53.82911883,-25.10975,667.2
-53.82909833,-25.10976833,667
-53.8290785,-25.109785,666.9
-53.82906217,-25.1097995,666.7
-53.82904717,-25.10981367,666.6
-53.82903383,-25.10982783,666.6
-53.829025,-25.10984,666.5
-53.82902017,-25.10984817,666.3
-53.82901733,-25.10985433,666.2
-53.8290155,-25.1098595,666.1
-53.82901367,-25.10986917,665.9
-53.82900967,-25.10988233,665.8
-53.82900667,-25.10989133,665.7
-53.82900517,-25.10989717,665.7
-53.82900517,-25.10990033,665.7
-53.82900567,-25.10990117,665.7
-53.82900633,-25.10990317,665.6
-53.82900733,-25.10991033,665.6
-53.8290095,-25.10992383,666.2
-53.82901633,-25.109939,666.7
-53.82902567,-25.10995117,666.6
-53.82903283,-25.10995867,666.8
-53.8290425,-25.10996467,666.8
-53.82905517,-25.10996883,666.6
-53.82906833,-25.10996933,666.3
-53.8290795,-25.109968,666.1
-53.82908633,-25.10996583,665.8
-53.82908867,-25.10996467,666
-53.82908933,-25.10996433,666.2
-53.82909067,-25.1099635,666.4
-53.829095,-25.10996017,666.6
-53.82910367,-25.10995217,666.6
-53.82911433,-25.10994017,666.6
-53.82912583,-25.10992717,666.8
-53.8291395,-25.10991367,666.9
-53.82915367,-25.1098995,666.9
-53.82916617,-25.10988683,667
-53.82917917,-25.10987433,667.1
-53.8291975,-25.1098575,667.3
-53.829219,-25.10983833,667.4
-53.82924033,-25.109819,667.4
-53.82926367,-25.10979833,667.4
-53.82928833,-25.10977717,667.4
-53.829313,-25.10975633,667.5
-53.82933783,-25.109736,667.6
-53.829363,-25.1097155,667.6
-53.82938767,-25.10969467,667.7
-53.82941233,-25.10967417,667.8
-53.82943767,-25.109654,667.9
-53.82946333,-25.1096345,667.9
-53.8294895,-25.10961617,668
-53.829516,-25.109598,668.1
-53.829543,-25.10957917,668.1
-53.8295695,-25.10956083,668.1
-53.82959717,-25.1095435,668.2
-53.82962583,-25.10952667,668.2
-53.829651,-25.10951183,668.2
-53.8296775,-25.109498,668.2
-53.82971267,-25.109482,668.1
-53.82975317,-25.10946467,668.2
-53.82979433,-25.109447,668.3
-53.82983433,-25.10943033,668.3
-53.82987417,-25.10941433,668.6
-53.82991517,-25.10939933,668.6
-53.8299555,-25.10938433,668.8
-53.8299945,-25.109369,669.1
-53.8300335,-25.10935417,669.4
-53.830071,-25.10934067,669.6
-53.83010817,-25.10932783,669.9
-53.83014567,-25.10931517,670.1
-53.8301835,-25.10930317,670.3
-53.83022167,-25.10929167,670.5
-53.83026083,-25.10927967,670.6
-53.830301,-25.10926683,670.7
-53.83034317,-25.1092535,670.9
-53.8303855,-25.10924067,671
-53.83042717,-25.10922883,671.1
-53.83046717,-25.10921817,671.1
-53.830506,-25.1092075,671.1
-53.83054283,-25.10919917,671
-53.83057667,-25.109191,671
-53.8306065,-25.10918317,671
-53.83063433,-25.10917633,670.9
-53.83066133,-25.10917017,670.9
-53.83068767,-25.1091635,670.8
-53.830714,-25.10915717,670.7
-53.830742,-25.10915167,670.5
-53.8307695,-25.10914617,670.3
-53.8307965,-25.109141,670.3
-53.83082183,-25.109136,670.2
-53.83084683,-25.10913117,670.2
-53.8308735,-25.109127,670.2
-53.830901,-25.10912317,670
-53.83092817,-25.10911733,670
-53.830956,-25.109113,669.8
-53.83098467,-25.10911017,669.7
-53.83101433,-25.109108,669.7
-53.83104383,-25.1091065,669.6
-53.83107367,-25.1091045,669.5
-53.831104,-25.10910167,669.4
-53.8311345,-25.10909917,669.4
-53.83116633,-25.10909633,669.4
-53.8311985,-25.10909233,669.3
-53.83123117,-25.109088,669.4
-53.83126417,-25.10908283,669.3
-53.8312995,-25.10907733,669.2
-53.831337,-25.10907167,669.2
-53.831375,-25.10906583,669.1
-53.8314125,-25.10905917,669.1
-53.83145033,-25.109052,669
-53.83148817,-25.10904483,669
-53.83152533,-25.10903767,669.1
-53.83156233,-25.109029,669.2
-53.83159967,-25.10901917,669.2
-53.831635,-25.10900733,669
-53.83167133,-25.10899683,669.1
-53.83170833,-25.10898533,669.2
-53.83174483,-25.10897333,669.2
-53.83178,-25.1089595,669.1
-53.83181467,-25.108944,669.2
-53.83184883,-25.10892767,669.3
-53.83188267,-25.108912,669.4
-53.83191683,-25.1088955,669.3
-53.83195067,-25.108879,669.2
-53.83198417,-25.10886183,669.2
-53.832017,-25.10884367,669.2
-53.83204833,-25.10882383,669.1
-53.8320785,-25.10880317,669.1
-53.832108,-25.10878183,668.9
-53.83213617,-25.10876067,668.9
-53.83216483,-25.10873767,668.8
-53.83219217,-25.10871267,668.9
-53.83221817,-25.10868583,668.9
-53.83224333,-25.10865833,668.8
-53.83226783,-25.10862967,668.8
-53.83229067,-25.10859967,668.9
-53.83231183,-25.10856833,668.9
-53.83233217,-25.10853617,668.8
-53.83235133,-25.1085035,668.7
-53.83237033,-25.10846983,668.7
-53.83238917,-25.10843667,668.6
-53.832408,-25.10840317,668.5
-53.83242733,-25.10836983,668.5
-53.83244667,-25.10833683,668.5
-53.83246617,-25.10830383,668.4
-53.83248517,-25.10827083,668.4
-53.83250367,-25.10823733,668.3
-53.83252233,-25.10820333,668.3
-53.832542,-25.10816967,668.2
-53.83256283,-25.10813717,668.2
-53.83258367,-25.10810467,668.2
-53.83260483,-25.1080725,668.3
-53.83262633,-25.108041,668.3
-53.8326485,-25.10800967,668.3
-53.832672,-25.10798,668.3
-53.83269533,-25.10795167,668.3
-53.83271967,-25.10792383,668.3
-53.83274617,-25.107897,668.5
-53.83277483,-25.10787167,668.5
-53.83280533,-25.1078475,668.4
-53.83283733,-25.1078245,668.4
-53.8328705,-25.10780317,668.4
-53.83290433,-25.10778317,668.5
-53.8329385,-25.10776283,668.5
-53.832974,-25.10774383,668.6
-53.83301167,-25.10772817,668.5
-53.83305067,-25.10771517,668.5
-53.83308983,-25.10770483,668.6
-53.83312967,-25.10769633,668.6
-53.83317017,-25.107689,668.6
-53.83321017,-25.10768183,668.7
-53.83324633,-25.10767483,668.7
-53.83327517,-25.107669,668.7
-53.8332975,-25.10766467,668.8
-53.833319,-25.1076595,668.9
-53.83334317,-25.10765433,669
-53.83336683,-25.10764817,669.2
-53.83338917,-25.107641,669.2
-53.83340917,-25.10763433,669.2
-53.83342917,-25.10762683,669.2
-53.83344933,-25.10761917,669.2
-53.83346967,-25.1076105,669
-53.83348917,-25.10760133,668.9
-53.83350883,-25.10759283,668.9
-53.83352817,-25.1075835,669.1
-53.83354783,-25.10757633,669.2
-53.833568,-25.107573,669.3
-53.83358717,-25.10757367,669.4
-53.83360583,-25.107579,669.4
-53.8336225,-25.10758817,669.2
-53.83363533,-25.10760083,668.8
-53.833642,-25.1076155,668.7
-53.83364233,-25.1076315,668.6
-53.83363817,-25.10764683,668.1
-53.83362833,-25.10766,668
-53.833611,-25.10767283,668.1
-53.83358933,-25.10767883,668
-53.83356633,-25.10768183,667.9
-53.833543,-25.107685,668
-53.833518,-25.10768883,668
-53.8334915,-25.10769383,667.9
-53.83346567,-25.107699,667.9
-53.833443,-25.10770367,667.7
-53.8334175,-25.10770967,667.7
-53.83338633,-25.10771733,667.7
-53.83335283,-25.10772617,667.7
-53.83331917,-25.10773583,667.6
-53.833285,-25.10774683,667.7
-53.83325033,-25.107758,667.5
-53.83321583,-25.10776983,667.3
-53.83318183,-25.10778317,667.2
-53.83314817,-25.10779583,667.1
-53.83311533,-25.10780683,667.1
-53.83308267,-25.10781883,667
-53.83305117,-25.10783267,666.9
-53.833021,-25.1078495,666.8
-53.83299233,-25.10786967,666.8
-53.832966,-25.10789233,666.6
-53.83294117,-25.107917,666.7
-53.83291833,-25.1079435,666.8
-53.83289517,-25.10797017,666.7
-53.83287233,-25.10799833,666.7
-53.83284883,-25.1080265,666.7
-53.83282633,-25.10805483,666.6
-53.8328015,-25.10808783,666.7
-53.83277717,-25.1081195,666.6
-53.8327555,-25.108149,666.6
-53.83273383,-25.10817767,666.6
-53.83271233,-25.108207,666.6
-53.83269,-25.10823617,666.6
-53.832667,-25.10826483,666.6
-53.83264383,-25.10829367,666.7
-53.83262033,-25.10832183,666.8
-53.8325975,-25.1083505,666.8
-53.832576,-25.10838017,666.8
-53.8325555,-25.10841083,666.8
-53.83253383,-25.10844117,666.8
-53.83251233,-25.1084715,666.8
-53.8324885,-25.10850367,666.9
-53.83246333,-25.10853667,666.9
-53.83243783,-25.1085695,666.9
-53.832412,-25.10860233,667
-53.8323855,-25.10863483,667.1
-53.83235783,-25.108666,667.1
-53.8323305,-25.10869683,667.2
-53.8323035,-25.10872783,667.2
-53.8322765,-25.10875867,667.2
-53.83224833,-25.10878867,667.3
-53.8322195,-25.10881683,667.2
-53.83219133,-25.10884467,667
-53.8321625,-25.10887217,666.9
-53.83213283,-25.108899,666.7
-53.83210167,-25.10892417,666.6
-53.83206933,-25.10894867,666.4
-53.83203617,-25.10897217,666.3
-53.8320025,-25.10899533,666.1
-53.831967,-25.1090155,666.1
-53.83193,-25.10903333,666.1
-53.831892,-25.1090495,666.2
-53.8318535,-25.109065,666.2
-53.8318145,-25.1090795,666.1
-53.83177433,-25.10909217,666.3
-53.83173467,-25.10910383,666.4
-53.83169467,-25.1091145,666.4
-53.831654,-25.10912433,666.4
-53.831613,-25.10913433,666.4
-53.83157183,-25.109144,666.5
-53.83153067,-25.10915283,666.5
-53.83149033,-25.109162,666.5
-53.83144967,-25.109171,666.5
-53.83140767,-25.10918,666.6
-53.83136517,-25.10918883,666.7
-53.83132233,-25.10919733,666.7
-53.83127983,-25.10920617,666.7
-53.8312375,-25.10921517,666.7
-53.83119517,-25.10922417,666.6
-53.83115317,-25.10923267,666.6
-53.831111,-25.10924117,666.6
-53.83106917,-25.10925,666.6
-53.83102733,-25.109259,666.5
-53.83098567,-25.10926767,666.6
-53.8309435,-25.10927683,666.6
-53.830901,-25.109286,666.6
-53.83085933,-25.10929617,666.6
-53.830818,-25.10930733,666.6
-53.83077667,-25.10931783,666.5
-53.83073517,-25.10932867,666.4
-53.83069417,-25.10933967,666.3
-53.83065333,-25.10935167,666.4
-53.8306125,-25.10936467,666.5
-53.83057167,-25.1093785,666.6
-53.83053117,-25.10939267,666.6
-53.83049133,-25.10940833,666.8
-53.83045133,-25.10942417,666.7
-53.83041183,-25.109441,666.7
-53.83037217,-25.10945717,666.7
-53.83033283,-25.10947367,666.6
-53.83029317,-25.1094905,666.6
-53.83025367,-25.109508,666.6
-53.830214,-25.10952533,666.6
-53.8301745,-25.10954217,666.6
-53.83013483,-25.1095595,666.7
-53.83009567,-25.109577,666.6
-53.830057,-25.10959483,666.5
-53.83001867,-25.10961367,666.5
-53.82998083,-25.1096325,666.8
-53.82994283,-25.109652,667
-53.82990583,-25.1096725,666.7
-53.829869,-25.1096935,666.7
-53.8298325,-25.10971517,666.5
-53.82979717,-25.109738,666.3
-53.829762,-25.10976133,666.2
-53.8297275,-25.10978517,666
-53.82969317,-25.10980933,666
-53.82965867,-25.109833,665.7
-53.82962467,-25.109857,665.7
-53.82959533,-25.10987817,665.6
-53.829573,-25.10989583,665.4
-53.82955117,-25.10991233,665.4
-53.82952933,-25.10992933,665.2
-53.829508,-25.10994733,665.2
-53.82948767,-25.10996433,665.2
-53.829466,-25.10998133,665
-53.829443,-25.1099965,665.1
-53.82941917,-25.11001083,665.1
-53.82939567,-25.110025,664.8
-53.82937183,-25.11003783,664.9
-53.829347,-25.1100505,665.1
-53.82932533,-25.11006267,665.1
-53.82931083,-25.110072,665.1
-53.829302,-25.1100775,665
-53.82929533,-25.1100825,665.1
-53.8292885,-25.11009,665
-53.82927967,-25.11010133,665
-53.82927383,-25.1101145,664.6
-53.82927283,-25.110128,664.8
-53.82927633,-25.11014117,664.3
-53.82928333,-25.11015467,663.9
-53.82929467,-25.11016483,663.7
-53.8293085,-25.11017067,663.6
-53.82932567,-25.110173,663.7
-53.82934517,-25.110169,663.7
-53.8293635,-25.110159,663.7
-53.82938067,-25.11014167,663.5
-53.82939767,-25.11012183,663.5
-53.829416,-25.11010283,663.8
-53.82943617,-25.11008517,663.9
-53.82945617,-25.1100685,664
-53.82947317,-25.11005483,664
-53.8294895,-25.11004117,664.1
-53.82950983,-25.11002483,664
-53.82953433,-25.110005,664
-53.82956217,-25.10998133,664
-53.8295915,-25.10995667,664.1
-53.82962183,-25.10993217,664.1
-53.829653,-25.10990617,664.1
-53.829685,-25.10988017,664.1
-53.82971783,-25.10985517,664
-53.82975217,-25.109831,664.1
-53.82978733,-25.10980733,664.1
-53.82982267,-25.1097845,664.3
-53.82985917,-25.1097635,664.4
-53.82989717,-25.10974333,664.4
-53.82993633,-25.10972467,664.5
-53.82997633,-25.10970783,664.5
-53.83001617,-25.10969267,664.6
-53.83005633,-25.10967767,664.6
-53.830097,-25.10966283,664.6
-53.83013783,-25.1096495,664.8
-53.83017833,-25.1096355,665
-53.8302185,-25.10962133,665.1
-53.83025867,-25.10960767,665.3
-53.83029883,-25.10959367,665.4
-53.83033917,-25.1095795,665.4
-53.83037867,-25.10956517,665.6
-53.83041883,-25.10955233,665.7
-53.83045917,-25.10953983,665.8
-53.83049883,-25.10952583,666.1
-53.8305385,-25.109512,666.3
-53.8305785,-25.1094985,666.4
-53.83061867,-25.10948483,666.5
-53.83065933,-25.10947317,666.6
-53.83070033,-25.10946217,666.7
-53.83074117,-25.1094515,666.8
-53.83078183,-25.109441,666.9
-53.83082267,-25.10943117,666.9
-53.83086367,-25.10942267,667
-53.83090483,-25.10941417,667.1
-53.83094633,-25.10940583,667.2
-53.83098783,-25.1093975,667.2
-53.83102917,-25.10938933,667.3
-53.83107067,-25.10938167,667.5
-53.83111233,-25.10937467,667.6
-53.83115433,-25.10936783,667.7
-53.8311965,-25.1093595,667.6
-53.83123833,-25.10935017,667.5
-53.8312795,-25.1093415,667.5
-53.83131983,-25.109332,667.7
-53.83135633,-25.109323,667.7
-53.83139283,-25.10931483,667.8
-53.831431,-25.109306,667.9
-53.831469,-25.1092965,668
-53.8315075,-25.10928717,668.1
-53.83154633,-25.109278,668.2
-53.83158467,-25.1092695,668.2
-53.8316235,-25.10925983,668.1
-53.83166267,-25.10924917,668.1
-53.83170167,-25.1092395,668.1
-53.83174033,-25.10923,668
-53.83177933,-25.10921967,667.8
-53.83181783,-25.10920817,667.8
-53.83185567,-25.10919533,667.9
-53.83189283,-25.10918133,668
-53.83192933,-25.1091665,668.1
-53.83196533,-25.10915033,668.1
-53.8320005,-25.10913267,668
-53.83203483,-25.10911433,668
-53.83206883,-25.10909567,668.1
-53.83210267,-25.10907617,668.1
-53.832136,-25.1090555,668.2
-53.83216917,-25.10903433,668.1
-53.83220233,-25.10901233,668.2
-53.83223633,-25.10899017,668.3
-53.83226933,-25.108967,668.2
-53.8323015,-25.10894167,668.2
-53.832333,-25.1089155,668.2
-53.8323645,-25.108889,668.1
-53.83239533,-25.108862,668.1
-53.832425,-25.1088345,668.1
-53.83245367,-25.108806,668.2
-53.83248283,-25.1087775,668.3
-53.83251217,-25.10874967,668.4
-53.83254083,-25.108721,668.3
-53.832568,-25.10869133,668.4
-53.83259433,-25.10866117,668.4
-53.832619,-25.10862983,668.5
-53.83264333,-25.10859817,668.4
-53.832667,-25.1085665,668.4
-53.83269133,-25.10853483,668.3
-53.83271517,-25.10850217,668.3
-53.83273867,-25.1084695,668.3
-53.83276167,-25.10843633,668.2
-53.83278383,-25.10840367,668.3
-53.8328055,-25.10837067,668.4
-53.8328275,-25.10833717,668.3
-53.83285,-25.10830317,668.2
-53.832873,-25.10827017,668.1
-53.832897,-25.10823833,668.1
-53.83292267,-25.108207,668.1
-53.83295067,-25.1081755,668
-53.832981,-25.1081445,668
-53.83301283,-25.10811517,667.9
-53.83304817,-25.10808883,667.8
-53.83308667,-25.1080665,667.7
-53.8331285,-25.1080485,667.5
-53.83317117,-25.10803383,667.5
-53.83321483,-25.10802183,667.4
-53.83326017,-25.1080145,667.4
-53.83330633,-25.10801117,667.4
-53.8333525,-25.10801217,667.4
-53.83339867,-25.10801517,667.5
-53.83344383,-25.108018,667.6
-53.83348817,-25.1080205,667.7
-53.83352733,-25.10802167,667.7
-53.833564,-25.10802333,667.7
-53.83360167,-25.108025,667.8
-53.83363933,-25.108026,667.9
-53.83367683,-25.1080255,667.9
-53.833713,-25.108022,667.9
-53.833749,-25.108017,668
-53.8337845,-25.10800917,668
-53.83381583,-25.10799767,668.1
-53.83384583,-25.1079855,668.1
-53.83387533,-25.10797217,668.2
-53.83390383,-25.10795667,668.2
-53.83393183,-25.10793967,668.2
-53.83395833,-25.107922,668.3
-53.83398367,-25.10790267,668.5
-53.83400733,-25.10788117,668.4
-53.83402817,-25.10785717,668.4
-53.8340455,-25.10783117,668.4
-53.83405867,-25.1078025,667.9
-53.834068,-25.1077755,667.9
-53.834075,-25.10775517,667.8
-53.83407917,-25.10774167,667.8
-53.834081,-25.107735,667.8
-53.8340815,-25.10773267,667.8
-53.834082,-25.10773033,667.7
-53.83408417,-25.10772233,667.8
-53.83408833,-25.107707,667.9
-53.8340915,-25.107693,667.9
-53.83409367,-25.10768233,668
-53.83409633,-25.1076725,668.1
-53.834099,-25.107663,668.2
-53.83410117,-25.10765717,668.1
-53.83410267,-25.1076545,668
-53.83410517,-25.10765083,667.9
-53.83411133,-25.1076445,667.8
-53.83412183,-25.107638,667.9
-53.834133,-25.107633,667.8
-53.83414517,-25.1076315,667.9
-53.83415833,-25.10763167,667.8
-53.83417067,-25.10763517,667.8
-53.83417867,-25.10763883,667.7
-53.83418667,-25.10764317,667.7
-53.83419267,-25.10764783,667.5
-53.83419867,-25.10765283,667.3
-53.83420833,-25.1076595,667.2
-53.83421733,-25.10766733,667
-53.83422567,-25.107675,666.9
-53.83423233,-25.1076815,666.5
-53.83423667,-25.10768617,666.6
-53.83423817,-25.10768817,666.7
-53.83423933,-25.10768933,666.7
-53.83424183,-25.10769133,666.8
-53.8342455,-25.10769417,667
-53.83424883,-25.10769717,667
-53.83425583,-25.1077015,667
-53.83426783,-25.10770883,667.1
-53.8342795,-25.1077185,667.2
-53.83429283,-25.10772833,667.3
-53.83430583,-25.10773717,667.2
-53.83431617,-25.10774517,667.1
-53.83432467,-25.10775467,667.1
-53.83433033,-25.107765,666.8
-53.8343355,-25.107775,666.6
-53.83434,-25.10778683,666.7
-53.8343415,-25.10780117,666.7
-53.83434,-25.10781667,666.7
-53.8343355,-25.1078315,666.9
-53.83433067,-25.10784717,666.9
-53.83432433,-25.10786333,666.8
-53.83431817,-25.10787767,666.9
-53.83431083,-25.10789283,666.9
-53.8343,-25.10791267,667.1
-53.8342875,-25.1079335,667.2
-53.83427517,-25.1079545,667.2
-53.83426283,-25.10797517,667.1
-53.834249,-25.10799533,667.2
-53.83423233,-25.10801533,667.3
-53.834213,-25.10803567,667.2
-53.834191,-25.1080575,667.2
-53.83416717,-25.10807717,667.2
-53.83414183,-25.10809567,667.1
-53.83411567,-25.10811267,666.9
-53.83408867,-25.10812883,666.8
-53.83405933,-25.10814267,666.7
-53.8340285,-25.10815467,666.7
-53.83399717,-25.10816567,666.8
-53.83396517,-25.10817533,666.8
-53.83393267,-25.10818333,666.9
-53.83389983,-25.10818917,667
-53.833867,-25.10819417,666.9
-53.83383383,-25.10819833,666.9
-53.83380117,-25.10820083,666.9
-53.83376833,-25.10820283,667
-53.83373533,-25.10820433,667
-53.83370233,-25.10820433,666.9
-53.83366933,-25.108203,666.9
-53.8336365,-25.108201,666.8
-53.833605,-25.10819933,666.7
-53.83357383,-25.10819717,666.6
-53.83354217,-25.1081945,666.6
-53.833511,-25.10819217,666.6
-53.83348033,-25.1081895,666.5
-53.83344967,-25.10818717,666.7
-53.83342033,-25.1081855,666.7
-53.8333905,-25.10818417,666.8
-53.83336083,-25.10818383,666.9
-53.83333033,-25.108184,666.9
-53.83329933,-25.10818583,667
-53.83326867,-25.10818917,666.7
-53.833238,-25.10819433,666.6
-53.83320917,-25.10820167,666.7
-53.8331825,-25.10821383,666.7
-53.83315867,-25.10823033,666.6
-53.8331375,-25.10825117,666.5
-53.83311683,-25.10827317,666.4
-53.83309783,-25.10829617,666.2
-53.8330785,-25.10831983,666.3
-53.83306117,-25.10834083,666.2
-53.83304417,-25.10836367,665.9
-53.833024,-25.10839017,665.9
-53.83300217,-25.10841983,665.9
-53.83297933,-25.10845067,665.9
-53.832955,-25.10848417,665.9
-53.83293017,-25.108519,665.9
-53.83290517,-25.1085535,665.8
-53.83288,-25.10858817,665.7
-53.83285633,-25.1086205,665.6
-53.83283317,-25.10864883,665.4
-53.83281117,-25.10867617,665.5
-53.83279017,-25.10870417,665.4
-53.83276983,-25.10873317,665.3
-53.8327485,-25.108762,665.4
-53.832727,-25.10879067,665.3
-53.83270383,-25.10881817,665.4
-53.83268083,-25.10884533,665.4
-53.83265733,-25.10887217,665.4
-53.83263217,-25.10889867,665.4
-53.832607,-25.10892583,665.4
-53.8325815,-25.10895283,665.2
-53.83255533,-25.1089795,665.3
-53.832529,-25.109006,665.3
-53.832502,-25.10903217,665.4
-53.83247467,-25.109058,665.4
-53.832446,-25.10908333,665.5
-53.83241517,-25.1091075,665.6
-53.83238267,-25.10913167,665.6
-53.83235017,-25.109155,665.6
-53.83231717,-25.1091775,665.6
-53.83228333,-25.10919983,665.6
-53.83224883,-25.10922183,665.5
-53.83221383,-25.1092435,665.4
-53.8321775,-25.109264,665.3
-53.83214017,-25.10928383,665.2
-53.83210183,-25.10930133,665.3
-53.83206317,-25.10931733,665.3
-53.8320245,-25.10933317,665.3
-53.8319855,-25.10934883,665.3
-53.83194667,-25.10936317,665.4
-53.831907,-25.109376,665.6
-53.8318695,-25.10938917,665.6
-53.83183233,-25.10940067,665.7
-53.83179433,-25.1094115,665.8
-53.83175517,-25.10942133,665.9
-53.8317155,-25.10943133,666.1
-53.831675,-25.10944117,666.1
-53.83163433,-25.10945083,666.1
-53.83159367,-25.10946,666.1
-53.83155233,-25.10946917,666.1
-53.83151,-25.10947833,665.9
-53.83146817,-25.10948783,665.9
-53.83142617,-25.1094975,666
-53.8313835,-25.10950633,666
-53.83134083,-25.109515,665.9
-53.8312985,-25.10952383,665.7
-53.8312565,-25.1095315,665.8
-53.8312145,-25.10953983,665.9
-53.83117233,-25.10954883,665.8
-53.83112967,-25.10955817,665.6
-53.83108683,-25.109567,665.5
-53.83104433,-25.10957533,665.5
-53.83104433,-25.10957533,665.5
-53.83095983,-25.10959367,665.6
-53.83095983,-25.10959367,665.6
-53.83087383,-25.10961333,665.7
-53.83087383,-25.10961333,665.7
-53.83078967,-25.1096375,666
-53.83074783,-25.10965083,666.2
-53.83070667,-25.10966533,666.2
-53.83070667,-25.10966533,666.2
